Timestamp,Latitude,Longitude,Precision,UserID,GeoNameID,ADM2,ADM1,Name,Project Definition,Division,Sector Name,Sub Sector Name,Project Name,Status of,Board Approval,Start Date,Finish Date,Appraisal,Project Cost,Geoname,Source,Source URL,Notes,AfDB Funding,AfDF Funding,Total Bank Group Funding,ADM 2 Name,ADM 1 Name
3/28/11 23:03,-1.29,36.82,3,josh.powell,7667649,51360,51328,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Nairobi,PAR,N/A,Page 7 (pdf) under Project Overview and map on last page. Isinya - Embakasi transmission line (Embakasi located in Nairobi) passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Nairobi,Nairobi
3/28/11 22:29,-3.61,39.85,3,"Kyle.Uptain,Alex.Egbert",7667640,51340,51326,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Kilifi,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15, 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kilifi,Coast
3/28/11 22:29,-4.18,39.45,3,"Kyle.Uptain,Alex.Egbert",7667641,51341,51326,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Kwale,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15. 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kwale,Coast
3/28/11 22:29,-1.51,37.26,3,"Kyle.Uptain,Alex.Egbert",7667644,51350,51327,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Machakos,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15, 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Machakos,Eastern
3/28/11 22:29,-1.8,37.61,3,"Kyle.Uptain,Alex.Egbert",7667645,51351,51327,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Makueni,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15, 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Makueni,Eastern
3/28/11 22:29,-3.4,38.37,3,"Kyle.Uptain,Alex.Egbert",7667652,51345,51326,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Taita Taveta,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15, 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Taita Taveta,Coast
3/28/11 22:29,-1.84,36.79,3,"Kyle.Uptain,Alex.Egbert",7667657,51380,51331,Kenya,P-KE-FA0-003,,Power,Electricity,MOMBASSA NAIROBI TRANSMISSION LINE PROJECT,OnGo,5/6/09 0:00,1/3/08 0:00,12/31/13 0:00,2/15/09 0:00,183830000,Kajiado,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya02%20En.pdf,"Kyle.Uptain: Page 16 (pdf) under Project's target area. Transmission line passes through this districtAlex.Egbert: p.15, 2.5", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kajiado,Rift Valley
3/28/11 22:55,0.491939,35.743028,1,josh.powell,195821,51377,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Kabarnet,PAR,N/A,Page 14 (pdf) under A. Lessos-Kabarnet transmission line, $-   ," $50,000,000.00 "," $50,000,000.00 ",Baringo,Rift Valley
3/28/11 23:02,0.5,35.333333,3,josh.powell,178837,51393,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Uasin Gishu District,PAR,N/A,Page 14 (pdf) under A. Lessos-Kabarnet transmission line passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 22:56,0.47754,35.55889,3,josh.powell,7668899,51381,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Keiyo,PAR,N/A,Page 14 (pdf) under A. Lessos-Kabarnet transmission line passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Keiyo,Rift Valley
3/28/11 23:02,-0.27,36.38,3,josh.powell,7667664,51337,51325,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Nyandarua,PAR,,Page 14 (pdf) under A. Nanyuki-Nyahururu transmission line passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Nyandarua,Central
3/28/11 23:00,-0.45,37.65,1,josh.powell,189861,51347,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Kyeni Location,PAR,,"Page 14 (pdf) under A. Ishiara-Kieni transmission line (not an populated area, but it matches the document information that the line is 33km long). Spelled Kieni (alternate spelling on Geonames)", $-   ," $50,000,000.00 "," $50,000,000.00 ",Embu,Eastern
3/28/11 22:55,-0.52,37.45,3,josh.powell,7667669,51347,51327,Kenya,P-KE-FA0-004,,Power,Electricity,Embu,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Embu,PAR,,Page 14 (pdf) under A. Ishiara-Kieni transmission line passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Embu,Eastern
3/28/11 23:01,-0.93,38.07,3,josh.powell,7667670,51358,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Mwingi,PAR,,Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission line passes through this district, $-   ," $50,000,000.00 "," $50,000,000.00 ",Mwingi,Eastern
3/28/11 23:02,-0.88656,36.269571,2,josh.powell,182244,51386,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Olkaria,Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"p.13, Table 2.1, AOlkaria is just labeled a hill in GN's because it is just an area within Hell's Gate National park where there is a geothermal power plant.", $-   ," $50,000,000.00 "," $50,000,000.00 ",Nakuru,Rift Valley
3/28/11 23:01,0.438464,37.23345,1,josh.powell,185860,51384,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Mukogodo Forest,pro,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"p.19, 3.2.2 could not find record of a runuru forest though", $-   ," $50,000,000.00 "," $50,000,000.00 ",Laikipia,Rift Valley
3/28/11 23:02,-0.48402,36.17126,3,josh.powell,7668902,51386,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Nakuru,Project Appraisal Report,,The ADM2 for Olkaria, $-   ," $50,000,000.00 "," $50,000,000.00 ",Nakuru,Rift Valley
3/28/11 22:29,-1.780791,37.628815,1,"Kyle.Uptain,Alex.Egbert",178077,51351,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Wote,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Makueni,Eastern
3/28/11 22:29,-2.019003,37.371672,1,"Kyle.Uptain,Alex.Egbert",179750,51380,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Sultan Hamud,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kajiado,Rift Valley
3/28/11 22:29,-0.683333,35.118709,1,"Kyle.Uptain,Alex.Egbert",179888,51379,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Sotik,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Sotik-Bomet transmission lineAlex.Egbert: p.13, table 2.1, A.", $-   ," $50,000,000.00 "," $50,000,000.00 ",Buret,Rift Valley
3/28/11 22:29,0.042099,36.367342,1,"Kyle.Uptain,Alex.Egbert",183027,51384,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Nyahururu,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Nanyuki-Nyahururu transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Laikipia,Rift Valley
3/28/11 22:29,-1.078289,35.860117,1,"Kyle.Uptain,Alex.Egbert",184379,51388,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Narok,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Olkaria-Narok transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Narok,Rift Valley
3/28/11 22:29,0.016667,37.07283,1,"Kyle.Uptain,Alex.Egbert",184433,51384,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Nanyuki,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Nanyuki-Nyahururu transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Laikipia,Rift Valley
3/28/11 22:29,-0.934351,38.060047,1,"Kyle.Uptain,Alex.Egbert",184921,51358,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Mwingi,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Mwingi,Eastern
3/28/11 22:29,-1.366963,38.010555,1,"Kyle.Uptain,Alex.Egbert",191038,51349,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Kitui,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kitui,Eastern
3/28/11 22:29,-0.450559,37.789482,1,"Kyle.Uptain,Alex.Egbert",196244,51353,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Ishiara,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Ishiara-Kieni transmission lineAlex.Egbert: p.13, Table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Mbeere,Eastern
3/28/11 22:29,-0.781291,35.34156,1,"Kyle.Uptain,Alex.Egbert",200308,51378,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Bomet,PAR ; Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Sotik-Bomet transmission lineAlex.Egbert: p.13, table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Bomet,Rift Valley
3/28/11 22:29,0.30846,35.08311,3,"Kyle.Uptain,Alex.Egbert",7602644,68769,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Nandi North,PAR ; Project Appraisal Report,N/A,"Kyle.Uptain: Page 14 (pdf) under A. Lessos-Kabarnet transmission line passes through this districtAlex.Egbert: This is the ADM2 for Lessos", $-   ," $50,000,000.00 "," $50,000,000.00 ",Nandi North,Rift Valley
3/28/11 22:29,-1.8,37.61,3,"Kyle.Uptain,Alex.Egbert",7667645,51351,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Makueni,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission line passes through this districtAlex.Egbert: the ADM2 for Wote", $-   ," $50,000,000.00 "," $50,000,000.00 ",Makueni,Eastern
3/28/11 22:29,-1.84,36.79,3,"Kyle.Uptain,Alex.Egbert",7667657,51380,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Kajiado,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission line passes through this districtAlex.Egbert: the ADM2 for Sultan Hamud", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kajiado,Rift Valley
3/28/11 22:29,-0.79,35.35,3,"Kyle.Uptain,Alex.Egbert",7667666,51378,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Bomet,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Sotik-Bomet transmission line passes through this districtAlex.Egbert: the ADM2 for Bomet", $-   ," $50,000,000.00 "," $50,000,000.00 ",Bomet,Rift Valley
3/28/11 22:29,-1.36,38.01,3,"Kyle.Uptain,Alex.Egbert",7667667,51349,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Kitui,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Mwingi-Kitui-Wote-Sultan Hamud transmission line passes through this districtAlex.Egbert: the ADM2 for Kitui", $-   ," $50,000,000.00 "," $50,000,000.00 ",Kitui,Eastern
3/28/11 22:29,-0.69609,37.68612,3,"Kyle.Uptain,Alex.Egbert",7667992,51353,51327,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Mbeere,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Ishiara-Kieni transmission line passes through this districtAlex.Egbert: the ADM2 for Mwingi", $-   ," $50,000,000.00 "," $50,000,000.00 ",Mbeere,Eastern
3/28/11 22:29,-1.24076,35.7356,3,"Kyle.Uptain,Alex.Egbert",7668904,51388,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Narok,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Olkaria-Narok transmission line passes through this districtAlex.Egbert: the ADM2 for narok", $-   ," $50,000,000.00 "," $50,000,000.00 ",Narok,Rift Valley
3/28/11 22:29,0.18476,35.33839,1,"Kyle.Uptain,Alex.Egbert",7729807,68769,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Lessos,PAR ; Project Appraisal Report,N/A ; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA%20-Power%20Transmission%20System%20Improvement%20Project.pdf,"Kyle.Uptain: Page 14 (pdf) under A. Lessos-Kabarnet transmission lineAlex.Egbert: p.13, Table 2.1, A", $-   ," $50,000,000.00 "," $50,000,000.00 ",Nandi North,Rift Valley
3/28/11 22:29,0.79184,35.94279,3,"Kyle.Uptain,Alex.Egbert",7729809,51377,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Baringo,PAR ; Project Appraisal Report,N/A,"Kyle.Uptain: Page 14 (pdf) under A. Lessos-Kabarnet transmission line passes through this districtAlex.Egbert: the ADM2 for Kabarnet", $-   ," $50,000,000.00 "," $50,000,000.00 ",Baringo,Rift Valley
3/28/11 22:29,-0.56011,35.27496,3,"Kyle.Uptain,Alex.Egbert",7729810,51379,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Buret,PAR ; Project Appraisal Report,,"Kyle.Uptain: Page 14 (pdf) under A. Sotik-Bomet transmission line passes through this districtAlex.Egbert: the ADM2 for Sotik", $-   ," $50,000,000.00 "," $50,000,000.00 ",Buret,Rift Valley
3/28/11 22:55,0.4166667,36.75,3,josh.powell,189794,51384,51331,Kenya,P-KE-FA0-004,,Power,Electricity,POWER TRANSMISSION IMPROVEMENT PROJECT,APVD,11/24/10 0:00,2/10/10 0:00,12/31/13 0:00,5/1/10 0:00,54809537,Laikipia,Project Appraisal Report ; PAR,,"Alex.Egbert: the ADM2 for Nanyki, and NyahururuKyle.Uptain: Page 14 (pdf) under A. Nanyuki-Nyahururu transmission line passes through this district", $-   ," $50,000,000.00 "," $50,000,000.00 ",Laikipia,Rift Valley
3/28/11 23:05,0.09552,35.50352,1,josh.powell,7731855,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Nabkoi,Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,Description, $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 23:05,0.21539,35.43163,1,josh.powell,7731856,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Burnt Forest,Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,Description, $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 23:05,0.33626,35.3634,1,josh.powell,7731858,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Cheptiret,Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,Description, $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 22:29,0.5166667,35.2833333,1,"Kyle.Uptain,Alex.Egbert",198629,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Eldoret,PAR ; Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,"Kyle.Uptain: Page iii. Timboroa - Eldoret roadAlex.Egbert: Description", $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 22:29,0.5,35.333333,3,"Kyle.Uptain,Alex.Egbert",178837,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Uasin Gishu District,PAR ; Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,"Kyle.Uptain: Page iii. Timboroa - Eldoret road passes through this districtAlex.Egbert: This is the ADM2 for all the project locations on the road.", $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
3/28/11 22:29,0.0855,35.53021,1,"Kyle.Uptain,Alex.Egbert",7729812,51393,51331,Kenya,P-KE-DB0-019,,Transport,Road Transport / Highways,REHABILITATION OF TIMBOROA  ELDORET ROAD,APVD,11/24/10 0:00,4/28/10 0:00,12/31/16 0:00,8/20/10 0:00,38920000,Timboroa,PAR ; Project Portfolio,http://www.afdb.org/en/projects-operations/project-portfolio/project/p-ke-db0-019/,"Kyle.Uptain: Page iii. Timboroa - Eldoret roadAlex.Egbert: Description", $-   ," $35,000,000.00 "," $35,000,000.00 ",Uasin Gishu,Rift Valley
7/19/10 13:03,0.5,35.333333,3,"Pat.Austria,Alena.Stern",178837,51393,51331,Kenya,P-KE-AAA-002,,Agriculture,Agriculture,RESTORATION OF FARM INFRASTRUCTURE AND RURAL LIVELIHOODS,OnGo,4/29/09 0:00,9/15/08 0:00,12/31/13 0:00,2/9/09 0:00,16673000,Uasin Gishu District,Project Brief,Project Brief,"Pat.Austria: Alena.Stern:", $-   ," $15,000,000.00 "," $15,000,000.00 ",Uasin Gishu,Rift Valley
7/19/10 13:03,0.116667,35.966667,1,"Pat.Austria,Alena.Stern",186305,51383,51331,Kenya,P-KE-AAA-002,,Agriculture,Agriculture,RESTORATION OF FARM INFRASTRUCTURE AND RURAL LIVELIHOODS,OnGo,4/29/09 0:00,9/15/08 0:00,12/31/13 0:00,2/9/09 0:00,16673000,Molo Sirwe Sub-Location,Project Brief,Project Brief,"Pat.Austria: The document has this as Molo district but the only point on GeoNames that is an admin is ""Molo Sirwe Sub-location.""Alena.Stern: Former district of Molo, used admin division in geonames over populated place.", $-   ," $15,000,000.00 "," $15,000,000.00 ",Koibatek,Rift Valley
3/28/11 23:04,-0.48402,36.17126,3,josh.powell,7668902,51386,51331,Kenya,P-KE-AAA-002,,Agriculture,Cash Crops,RESTORATION OF FARM INFRASTRUCTURE AND RURAL LIVELIHOODS,OnGo,4/29/09 0:00,9/15/08 0:00,12/31/13 0:00,2/9/09 0:00,16673000,Nakuru,Project Appraisal Report,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/AR%20Kenya01%20En.pdf,"p.13, 2.1the document says Molo district, but the Molo district was created from the Nakuru district in 2007.  GAUL is not updated for this though.", $-   ," $15,000,000.00 "," $15,000,000.00 ",Nakuru,Rift Valley
